engine,freq_min,regime,spread_bps,fold_id,pair,side,entry_ts,exit_ts,z_entry,z_exit,bars_held,sessions_held,gross_log_pnl,cost_log,net_log_pnl,exit_reason,pair_beta,cost_log_per_pair_rt,n_legs,schema_version
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-04-25T05:25:00,2019-05-03T08:15:00,3.7451472767797576,0.35390873907652765,334,4,-0.004162807384922473,0.0017400317901387458,-0.005902839175061219,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-05-07T09:15:00,2019-05-08T06:30:00,2.1039725660762776,0.38601305818042697,42,1,0.009777654819704829,0.0017400317901387458,0.008037623029566083,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-05-14T05:00:00,2019-05-14T05:25:00,2.209059920131369,0.48450695234511426,5,0,0.009555060679182326,0.0017400317901387458,0.00781502888904358,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-05-14T07:55:00,2019-05-21T07:25:00,2.2849368659016394,0.39269874481435896,369,5,-0.02678665987957629,0.0017400317901387458,-0.028526691669715037,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-05-23T05:00:00,2019-05-23T06:25:00,2.9806026332585707,-0.49841636625822533,17,0,0.02696223439157297,0.0017400317901387458,0.025222202601434224,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,long_spread,2019-05-23T08:50:00,2019-05-24T07:30:00,-2.2953072404733397,-0.46836845373500946,59,1,0.010468850609379743,0.0017400317901387458,0.008728818819240997,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,long_spread,2019-05-27T05:00:00,2019-05-28T05:20:00,-2.2392811100575973,-0.45163772502614263,79,1,0.012478318566198077,0.0017400317901387458,0.010738286776059331,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-05-31T05:00:00,2019-06-04T05:05:00,2.517689196779996,0.3484828034450284,151,2,0.007676609380810717,0.0017400317901387458,0.005936577590671972,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,long_spread,2019-06-07T08:40:00,2019-06-13T05:00:00,-2.0668763872336595,0.01412931963497063,256,4,-0.00038430662358823753,0.0017400317901387458,-0.002124338413726983,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,long_spread,2019-06-13T08:55:00,2019-06-18T05:00:00,-2.141273995456929,-0.04843997336744882,178,3,-0.000363682792523079,0.0017400317901387458,-0.0021037145826618246,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-06-25T05:30:00,2019-06-25T08:55:00,2.0696780839132454,0.09210393611934124,41,0,0.014444835085619445,0.0017400317901387458,0.0127048032954807,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,long_spread,2019-06-26T09:30:00,2019-07-03T05:00:00,-2.013676869770375,-0.4485109000130736,321,5,-0.009536895520350086,0.0017400317901387458,-0.011276927310488832,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-05T05:40:00,2019-07-05T07:40:00,2.1206907901843324,0.4518276229454617,24,0,0.011464295724315399,0.0017400317901387458,0.009724263934176653,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,long_spread,2019-07-05T09:20:00,2019-07-08T05:00:00,-2.34537799046438,0.5205298805850425,23,1,0.01740999172752211,0.0017400317901387458,0.015669959937383366,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,long_spread,2019-07-10T09:55:00,2019-07-11T05:00:00,-2.196049947821108,-0.03202897565140138,16,1,0.014451257624837233,0.0017400317901387458,0.012711225834698487,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-12T08:00:00,2019-07-15T05:00:00,2.3647763230041337,0.3968527044798453,39,1,0.00952507890169585,0.0017400317901387458,0.007785047111557104,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-18T05:10:00,2019-07-19T05:00:00,2.0508186312394203,3.879085317164689,73,1,-0.02746340321295726,0.0017400317901387458,-0.029203435003096006,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-19T05:05:00,2019-07-19T05:10:00,3.52039022519255,3.6943419224524052,1,0,-0.002078150033543835,0.0017400317901387458,-0.003818181823682581,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-19T05:15:00,2019-07-19T05:20:00,3.7159650251872387,3.774275052288848,1,0,-0.001215249675507124,0.0017400317901387458,-0.0029552814656458697,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-19T05:25:00,2019-07-19T05:30:00,3.863877768725142,3.8413126681538605,1,0,-0.0005815694638826585,0.0017400317901387458,-0.002321601254021404,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-19T05:35:00,2019-07-19T05:40:00,3.5814466876921016,3.658316612518161,1,0,-0.001419158974107937,0.0017400317901387458,-0.0031591907642466825,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-19T05:45:00,2019-07-23T09:00:00,3.5236961650850978,0.2885271340042529,189,2,0.01502771773308087,0.0017400317901387458,0.013287685942942124,mean_revert,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T05:00:00,2019-07-29T07:20:00,3.2793136673872865,3.5257284089017062,28,0,-0.011579785136476062,0.0017400317901387458,-0.013319816926614807,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T07:25:00,2019-07-29T07:30:00,3.6024787960576083,3.666052769679144,1,0,-0.001319373269076607,0.0017400317901387458,-0.0030594050592153525,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T07:35:00,2019-07-29T07:40:00,3.7430213068513893,4.299792945375318,1,0,-0.006768261563393274,0.0017400317901387458,-0.00850829335353202,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T07:45:00,2019-07-29T07:50:00,4.285128750848309,3.6959553228055197,1,0,0.005379586204556475,0.0017400317901387458,0.003639554414417729,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T07:55:00,2019-07-29T08:00:00,4.151726959388194,4.690905215926523,1,0,-0.007653826139526032,0.0017400317901387458,-0.009393857929664778,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T08:05:00,2019-07-29T08:10:00,4.557556066212329,4.387947833555413,1,0,0.0004635435988662451,0.0017400317901387458,-0.0012764881912725008,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T08:15:00,2019-07-29T08:20:00,4.280873237954437,4.090220510245695,1,0,0.001032339827337303,0.0017400317901387458,-0.0007076919628014428,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
rolling_z,5,B,5,6,ULTRACEMCO/GRASIM,short_spread,2019-07-29T08:25:00,2019-07-29T08:30:00,3.598085882645636,3.6797904725527397,1,0,-0.0020515020778812953,0.0017400317901387458,-0.003791533868020041,stop,0.8316124106723641,0.0017400317901387458,2,v2-cost-beta-2026.06.11
